Date,Open,High,Low,Close,Adj Close,Volume
24-02-1987,11.75,11.833333,11.666667,11.75,4.803339,2564000
25-02-1987,11.75,12.055555,11.694445,12.055555,4.928248,5085000
26-02-1987,12.055555,12.166667,11.916667,12.027778,4.916891,3653400
27-02-1987,12.027778,12.138889,12.027778,12.055555,4.928248,1669400
02-03-1987,12.055555,12.055555,11.833333,11.833333,4.837406,2232000
03-03-1987,11.833333,11.972222,11.833333,11.972222,4.894182,1794000
04-03-1987,11.972222,12,11.833333,11.861111,4.84876,2874000
05-03-1987,11.861111,11.861111,11.611111,11.666667,4.769271,4145400
06-03-1987,11.638889,11.638889,11.361111,11.527778,4.712493,3000600
09-03-1987,11.472222,11.472222,11.361111,11.388889,4.655719,2335800
10-03-1987,11.388889,11.5,11.388889,11.416667,4.667075,2888400
11-03-1987,11.416667,11.888889,11.222222,11.861111,4.84876,6480000
12-03-1987,11.833333,11.833333,11.555555,11.638889,4.757919,4725000
13-03-1987,11.638889,11.694445,11.555555,11.611111,4.746562,1417800
16-03-1987,11.583333,11.583333,11.388889,11.388889,4.655719,1804400
17-03-1987,11.416667,11.527778,11.416667,11.444445,4.678429,2508600
18-03-1987,11.444445,11.555555,11.333333,11.5,4.701139,2946000
19-03-1987,11.5,11.527778,11.444445,11.444445,4.678429,1899000
20-03-1987,11.444445,11.888889,11.444445,11.833333,4.837406,3755600
23-03-1987,11.833333,11.888889,11.638889,11.75,4.803339,2412200
24-03-1987,11.722222,11.722222,11.611111,11.722222,4.791985,2403200
25-03-1987,11.722222,11.777778,11.611111,11.75,4.803339,2189600
26-03-1987,11.75,11.888889,11.694445,11.888889,4.860115,3216800
27-03-1987,11.888889,12,11.722222,11.722222,4.791985,3433400
30-03-1987,11.527778,11.527778,11.333333,11.416667,4.667075,2657600
31-03-1987,11.416667,11.611111,11.388889,11.527778,4.712493,2173400
01-04-1987,11.527778,11.666667,11.444445,11.666667,4.769271,2708400
02-04-1987,11.666667,11.666667,11.5,11.5,4.701139,1961000
03-04-1987,11.5,11.666667,11.444445,11.611111,4.746562,2709200
06-04-1987,11.611111,11.611111,11.361111,11.444445,4.678429,3486800
07-04-1987,11.444445,11.472222,11.305555,11.305555,4.621652,3149000
08-04-1987,11.305555,11.5,11.305555,11.472222,4.689784,1938800
09-04-1987,11.472222,11.5,11.361111,11.388889,4.655719,1772400
10-04-1987,11.388889,11.472222,11.277778,11.444445,4.678429,1656200
13-04-1987,11.416667,11.416667,11.277778,11.277778,4.610293,1663400
14-04-1987,11.277778,11.277778,11.111111,11.166667,4.564875,4481400
15-04-1987,11.166667,11.277778,11.166667,11.222222,4.587585,2585600
16-04-1987,11.222222,11.277778,11.138889,11.166667,4.564875,2036600
20-04-1987,11.166667,11.166667,10.888889,10.916667,4.462676,2020800
21-04-1987,10.916667,11.166667,10.722222,11.138889,4.55352,2490600
22-04-1987,11.111111,11.111111,10.888889,10.944445,4.474032,2836800
23-04-1987,10.944445,11,10.777778,10.833333,4.428611,2036600
24-04-1987,10.833333,10.888889,10.638889,10.666667,4.360476,2754000
27-04-1987,10.666667,10.694445,10.027778,10.194445,4.167435,4590000
28-04-1987,10.166667,10.166667,9.722222,9.888889,4.042527,11340000
29-04-1987,9.888889,9.944445,9.777778,9.833333,4.019813,4418000
30-04-1987,9.833333,9.944445,9.777778,9.888889,4.042527,6660000
01-05-1987,9.888889,10.111111,9.861111,10.055555,4.110659,6255000
04-05-1987,10,10,9.833333,9.944445,4.129213,3605600
05-05-1987,9.944445,10.055555,9.861111,9.944445,4.129213,3278600
06-05-1987,9.944445,10.027778,9.916667,9.972222,4.14075,3378000
07-05-1987,9.972222,10.111111,9.972222,10.111111,4.198419,3452600
08-05-1987,10.111111,10.333333,10.111111,10.25,4.25609,3054600
11-05-1987,10.25,10.444445,10.027778,10.027778,4.163816,4443600
12-05-1987,10.027778,10.138889,10.027778,10.055555,4.175353,2447000
13-05-1987,10.055555,10.194445,10.055555,10.111111,4.198419,3514800
14-05-1987,10.111111,10.111111,9.972222,10.027778,4.163816,2336400
